Name,Address,City,Postcode,Phone,Website,Emails,Source
Hausärzte am Bertoldsbrunnen,Bertoldstraße 3,Freiburg im Breisgau,79098,+49 761 33300,https://www.hausaerzte-bertoldsbrunnen.de,praxis@hausaerzte-bertoldsbrunnen.de,osm/Freiburg
Martin Güss,Hugstetter Straße 9,Freiburg im Breisgau,79106,+49 761 273427,,,osm/Freiburg
Dr. Flamm,Herrenstraße 15,Vogtsburg im Kaiserstuhl,79235,,https://dr-flamm.de/,rezept@dr-flamm.de,osm/Freiburg
Hausärzte in Opfingen,Freiburger Straße 3,Freiburg im Breisgau,79112,,,,osm/Freiburg
Unknown,,Freiburg,,,,,osm/Freiburg
Praxis Kerstin Hertz,Hornusstraße 18,Freiburg,,+49 761 509505,https://www.hausarzt-praxis-hertz.de/,info@hausarzt-praxis-hertz.de,osm/Freiburg
Hausarzt Praxis Lehen,Breisgauer Straße 31,Freiburg,79110,+49761891022,http://www.hausarzt-lehen.de,praxis@hausarzt-lehen.de,osm/Freiburg
Praxis Murchner,Bahnhofweg 1,Hinterzarten,79856,+49 7652 919 53 53,https://www.praxis-murchner.de/,praxis@murchner.de,osm/Freiburg
Hausarztpraxis Dres. Werner Hassert-Caselli und Brigitte Buchtela,Marienstraße 3,Freiburg im Breisgau,79098,+49 761 34313,,,osm/Freiburg
Annika Lay & Max Lay,,Freiburg,,+49 76154 733,,,osm/Freiburg
Hausarztpraxis Rei Göppert-Santos,Hauptstraße 72,Herbolzheim,79336,+49 7643 333 8554,https://www.herbolzheim-hausarzt.de/,,osm/Freiburg
Praxis Vauban,Paula-Modersohn-Platz 3,Freiburg im Breisgau,79100,+49 761 488 19 51,https://praxisvauban.de/,kontakt@praxisvauban.de,osm/Freiburg
Hausarztpraxis March,Nächstmatten 86,March,79232,,,,osm/Freiburg
Cabinet de médecin,Rue du Docteur Albert Schweitzer 2,Biesheim,68600,,,,osm/Freiburg
Dr. Matthias Hummel & Dr.Stefan Munder,Hornusstraße 18,Freiburg im Breisgau,79108,+49 761 50 22 30,https://www.hausarztpraxis-hummel-munder.de/,,osm/Freiburg
Dr Erbes,,Freiburg,,,,,osm/Freiburg
BAG D. Hegel / Dr. med. K. Vater,Basler Gässle 2,Heitersheim,79423,+49 7634 3022,https://www.praxis-hegel-vater.de,kontakt@praxis-hegel-vater.de,osm/Freiburg
Praxis 3,Merianstraße 16,Freiburg im Breisgau,79104,+49 761 36794,https://praxis3.de/,,osm/Freiburg
Hausarztpraxis Dr. med. Gabriele Gutmann,Industriestraße 1b,March,79232,+49 7665 1702,http://hausarzt-gutmann.de/,praxis.gutmann@online.de,osm/Freiburg
Hausarztpraxis Brich & Munk-Schulenburg,Hofackerstraße 78a,Freiburg im Breisgau,79110,+49 761 82772,https://www.praxis-brich-munk.de/,post@praxis-brich-munk.de,osm/Freiburg
Hausarzt Praxis Lehen,Breisgauer Straße 22a,Freiburg im Breisgau,79110,+49761891022,http://www.hausarzt-lehen.de,praxis@hausarzt-lehen.de,osm/Freiburg
Praxis Kubens,Hauptstraße 58,Freiburg im Breisgau,79104,,https://hausarztpraxis-kubens.de,info@hausarztpraxis-kubens.de,osm/Freiburg
Dr. med. Rainer Schanz,Am Dorfbach 5a,Freiburg im Breisgau,79111,+49 761 494846,https://dr-schanz.com/,,osm/Freiburg
Praxis Dr-Med Hans Walter Volk Arzt für Allgemeinmedizin,Bugginger Straße 48,Freiburg im Breisgau,79114,+49 761 40128980,,,osm/Freiburg
Gesundheitsinstitut Schallstadt,Scheuerleweg 6,Schallstadt,79227,+49 7664 5059504,https://praxisgemeinschaft-schallstadt.de/,praxisgemeinschaft.schallstadt@googlemail.com,osm/Freiburg
Arztpraxis Dr.Steinbrenner,Carl-Kistner-Straße 36,Freiburg im Breisgau,79115,,,,osm/Freiburg
Arztpraxis Roth,Keltenring 11,Kirchzarten,79199,+49 7661 3487,http://arztpraxis-roth.de/,,osm/Freiburg
Dres. Dorothea Blum und Roland Bechtloff,Hochburger Straße 13,Emmendingen,79312,+49 7641 4007,,,osm/Freiburg
"Praxis Mitte, Praxisgemeinschaft für Allgemeinmedizin",Bürgerwehrstraße 10a,Waldkirch,79183,+49 7681 4999900,https://www.praxis-mitte-waldkirch.de/,,osm/Freiburg
"Dr. med. Petra Jung, Arztpraxis für Allgemeinmedizin",Gewerbestraße 4,Ebringen,79285,,,,osm/Freiburg
Dr. Ambs,Merdingerstraße 9a,Ihringen,79241,,,,osm/Freiburg
