Name                                                                                 , Address                          , City               , Postcode, Phone                        , Website                                                                                                      , Emails                                                                               , Source
Praxis am Königsfloß                                                                 , Am Königsfloß 1                  , Mainz-Kastel       ,    55252, +49 6134 3738                ,                                                                                                              ,                                                                                      , osm/Darmstadt
Dr. (Tr) Yüksel Çamyar                                                               , Karlstraße 61                    , Darmstadt          ,    64285, +49 6151 291979              ,                                                                                                              , info@drcamyar.de                                                                     , osm/Darmstadt
Gemeinschaftspraxis Brenner und Sayedi                                               , Babenhäuser Straße 3             , Seligenstadt       ,    63500, +49 6182 18 70               , https://brenner-sayedi.de/                                                                                   , info@brenner-sayedi.de                                                               , osm/Darmstadt
"Dr. Rink Allgemeinarzt, Facharzt für Allgemeinmedizin"                              , Bahnhofstraße 37                 , Mettenheim         ,    67582, +49 6242 913040              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Internistische Praxisgemeinschaft Neu-Isenburg                                       , Robert-Koch-Straße 7             , Neu-Isenburg       ,    63263, +49 6102 6966                , https://www.ipg-neu-isenburg.de/                                                                             , ipg-info@ipg-neu-isenburg.de                                                         , osm/Darmstadt
Eva Darmstädter                                                                      , Darmstädter Straße 1             , Reinheim           ,    64354, +49 6162 1777                ,                                                                                                              ,                                                                                      , osm/Darmstadt
Dr. med. Ibrahim Al-Zuebi Allgemeinmedizin                                           , Freiherr-vom-Stein-Straße 2      , Reinheim           ,    64354, +49 6162 4622                ,                                                                                                              ,                                                                                      , osm/Darmstadt
Klaus Neutard Allgemeinmedizin                                                       , Darmstädter Straße 62            , Reinheim           ,    64354, +49 6162 6701                ,                                                                                                              ,                                                                                      , osm/Darmstadt
Claudia Coumont und Dr. Evgenia Vasilenko                                            , Teichweg 15a                     , Reinheim           ,    64354, +49 6162 93300               ,                                                                                                              ,                                                                                      , osm/Darmstadt
Dr. Busch                                                                            ,                                  , Darmstadt          ,         ,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Volker Weirich                                                                       , Willi-Brehm-Straße 6             , Seligenstadt       ,    63500, +49 6182 3420                ,                                                                                                              ,                                                                                      , osm/Darmstadt
Gemeinschaftspraxis Zaigler                                                          , Dr.-Hermann-Neubauer-Ring 38-40  , Seligenstadt       ,    63500, +49 6182 22190               , http://www.kinderarzt-seligenstadt.de/                                                                       ,                                                                                      , osm/Darmstadt
"Hausarztpraxis Dres. Ay, Lessing, Schmid"                                           ,                                  , Darmstadt          ,    63500,                              , https://www.hausarztpraxis-seligenstadt.de/                                                                  ,                                                                                      , osm/Darmstadt
Praxis Dr. Seemann                                                                   , Salzburger Straße 33             , Mainz-Kostheim     ,    55246, +49 6134 18250               , https://praxis-dr-seemann.de/                                                                                , info@praxis-dr-seemann.de                                                            , osm/Darmstadt
Dr. Rolfes                                                                           ,                                  , Darmstadt          ,         ,                              , https://www.praxis-egelsbach.de/                                                                             , info@praxis-egelsbach.de; anmeldung@praxis-egelsbach.de; rezepte@praxis-egelsbach.de , osm/Darmstadt
G. Schüßler                                                                          , Gartenstraße 29                  , Rodgau             ,    63110, +49 6106 3777                ,                                                                                                              ,                                                                                      , osm/Darmstadt
Ärztlicher Bereitschaftsdienst                                                       , Nibelungenallee 37-41            , Darmstadt          ,         ,                              , https://www.bereitschaftsdienst-hessen.de/                                                                   ,                                                                                      , osm/Darmstadt
Arztpraxis Hassloch Nord                                                             , Adolf-von-Menzel-Straße 17-19    , Rüsselsheim am Main,    65428,                              , https://praxishasslochnord.de/                                                                               , praxishasslochnord@gmx.de                                                            , osm/Darmstadt
Dr. med. Franz Kindling                                                              , Schillerstraße 11-13             , Rodgau             ,    63110, +49 6106 3367                , https://www.praxis-kindling.de/                                                                              ,                                                                                      , osm/Darmstadt
Ärztlicher Bereitschaftsdienst                                                       , Viernheimer Straße 2A            , Darmstadt          ,         ,                              , https://www.bereitschaftsdienst-hessen.de/                                                                   ,                                                                                      , osm/Darmstadt
Dr. Zwirner                                                                          , Jahnstraße 7                     , Kelsterbach        ,    65451, +49 6107 4598                , http://allgemeinarzt-kelsterbach.de/                                                                         ,                                                                                      , osm/Darmstadt
Ärztlicher Bereitschaftsdienst                                                       , Röntgenstraße 20                 , Darmstadt          ,         ,                              , http://www.bereitschaftsdienst-hessen.de                                                                     ,                                                                                      , osm/Darmstadt
Fach- und Hausarztzentrum - Dr. med. Thomas Trepels                                  ,                                  , Darmstadt          ,         , +49 6102 38341               , http://www.praxis-wittmann.de/                                                                               , info@praxis-trepels.de                                                               , osm/Darmstadt
Hausarztpraxis Yasmin Knöpfler                                                       , Georgenstraße 13                 , Weiterstadt        ,    64331, +49 6150 2560                ,                                                                                                              , team@praxisknoepfler.de                                                              , osm/Darmstadt
Dr. S. Schneider / P.D. Haust-Woggon                                                 ,                                  , Darmstadt          ,         , +49 6249 4231                , https://www.ihre-hausaerztinnen.de/                                                                          ,                                                                                      , osm/Darmstadt
Gemeinschaftspraxis Dr. med. Stützer & Dr. med. So Young Ryou                        ,                                  , Darmstadt          ,         , +49 6104 2397                , https://www.arztpraxis-heusenstamm.de/                                                                       , hallo@arztpraxis-heusenstamm.de                                                      , osm/Darmstadt
Dr. med. Christian Lüdicke - Facharzt für Allgemeinmedizin                           , Bahnhofstraße 88                 , Groß-Umstadt       ,    64823,                              , https://www.praxisluedicke.de/                                                                               ,                                                                                      , osm/Darmstadt
Dr. Schreiber                                                                        ,                                  , Darmstadt          ,    67583,                              , https://www.arztpraxis-schreiber.de/                                                                         , info@hausarztpraxis-guntersblum.de                                                   , osm/Darmstadt
Gemeinschaftspraxis Dr. med. Anke Schumann & Helene Warkentin                        , Bahnhofstraße 58                 , Lampertheim        ,    68623,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Dr. med. Siegfried Sandstede                                                         , Steinheimer Straße 10            , Mühlheim am Main   ,    63165, +49 6108 1539                ,                                                                                                              ,                                                                                      , osm/Darmstadt
Hausarztpraxis Di Sirio                                                              , Bischof-Ketteler-Straße 48       , Mühlheim am Main   ,    63165, +49 6108 77266               ,                                                                                                              , team@praxis-disirio.de                                                               , osm/Darmstadt
Praxis Dr. med. Petra Middelstädt                                                    , Tizianplatz 35                   , Mörfelden-Walldorf ,    64546,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Eugenie Peresechenski                                                                ,                                  , Darmstadt          ,         , +49 69 835934                ,                                                                                                              ,                                                                                      , osm/Darmstadt
Atiq Moheb                                                                           , Jungfernstraße 26                , Darmstadt          ,    64291, +49 6151 374888              , https://hausarzt-arheilgen.de/                                                                               , %20info@praxis-moheb.de; info@allgemeinmedizin-oberstadt.de; info@praxis-moheb.de    , osm/Darmstadt
Gemeinschaftspraxis für Allgemeinmedizin im Gallusviertel                            , Frankenallee 169                 , Frankfurt am Main  ,    60326, +49 69 75007110              , https://www.hausarztpraxis-gallus.de/                                                                        ,                                                                                      , osm/Darmstadt
Gemeinschaftspraxis Dr. Teschner/ Dr. Körner                                         , Heusingerstraße 76               , Frankfurt am Main  ,    65934,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Neeb                                                                                 ,                                  , Darmstadt          ,         , +49 69 74224848              , https://www.praxis-neeb.de                                                                                   ,                                                                                      , osm/Darmstadt
Irene Kern                                                                           ,                                  , Darmstadt          ,         , +49 69 435533                ,                                                                                                              ,                                                                                      , osm/Darmstadt
Hausarztpraxis                                                                       ,                                  , Darmstadt          ,         , +49 69 43058900              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Volker Heinrich Mark                                                                 , Kantstraße 4                     , Griesheim          ,    64347, +49615561166                 ,                                                                                                              ,                                                                                      , osm/Darmstadt
Hausarztpraxis Kostheim                                                              , Hauptstraße 99                   , Darmstadt          ,    55246, +49 6134 62124               , https://www.hausarztpraxis-kostheim.de/                                                                      , espuentrup@aol.com                                                                   , osm/Darmstadt
Facharztpraxis für Allgemeinmedizin Ulrike Yücevardar                                , Borngartenstraße 6               , Dreieich           ,    63303, +49 6074 61899               , https://www.hausarzt-offenthal.de                                                                            , hausarzt-offenthal@unitybox.de                                                       , osm/Darmstadt
Ärztlicher Bereitschaftsdienst                                                       , Dudenhöfer Straße 9              , Darmstadt          ,         ,                              , https://www.bereitschaftsdienst-hessen.de/                                                                   ,                                                                                      , osm/Darmstadt
Praxis Christiane Schirduan                                                          , Odenwaldstraße 1                 , Hofheim am Taunus  ,    65719,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Arzt Drs. Nerger / Tsague                                                            , Feldstraße 16b                   , Riedstadt          ,    64560,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Arztpraxis Roßdorf                                                                   , Wilhelm-Leuschner-Straße 12      , Roßdorf            ,    64380, +49 6154 9262                , https://www.arztpraxis-rossdorf.com/                                                                         , info@arztpraxis-rossdorf.com                                                         , osm/Darmstadt
Hausarztpraxis im Schleusenweg                                                       , Schleusenweg 22                  , Darmstadt          ,         , +49 69 672745                , https://www.hausarztpraxis-schleusenweg.de/                                                                  , praxis@hausarztpraxis-schleusenweg.de                                                , osm/Darmstadt
Dr. med. Valerius Theodor                                                            , Thüringer Straße 23              , Roßdorf            ,    64380, +49 6154 82929               , https://www.theodoc.de/                                                                                      , valerius.theodor@onlinemed.de                                                        , osm/Darmstadt
"Jutta Schuster-Mayer, Diana Böhm, Jaana Lenz, Annette Kirchgessner, Nils Bremermann",                                  , Darmstadt          ,         ,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Dres. Mona und Wolfgang Eldracher                                                    , Lilienstraße 11                  , Breuberg           ,    64747, +49 6163 6280                , https://www.hausarzt-breuberg.de                                                                             , info@hausarzt-breuberg.de                                                            , osm/Darmstadt
Praxis Sevinik-Dieburg                                                               , Leisbühl 8                       , Dieburg            ,    64807,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Michael Irani                                                                        ,                                  , Darmstadt          ,         ,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Dr. med. Dieter Burchert                                                             , Römerstraße 14                   , Mainz              ,    55129, +49 6136 4133                , https://www.burchert-mainz.de/                                                                               , info@praxis-burchert.de                                                              , osm/Darmstadt
Praxis Dr. med. Ulrike Hofmann                                                       , Heiligkreuzweg 8                 , Mainz              ,    55130, +49 6131 85050               ,                                                                                                              ,                                                                                      , osm/Darmstadt
Praxis Dr. med. Ulrich Alker                                                         , Ebersheimer Weg 42               , Mainz              ,    55131, +49 6131 571707              , https://www.diabetologie-mainz.de/                                                                           , praxis@diabetologie-mainz.de                                                         , osm/Darmstadt
Eva Gräff                                                                            ,                                  , Darmstadt          ,         ,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Praxis Ahmed Elghool                                                                 , Langgasse 24                     , Mainz              ,    55130, +49 61 31 8 12 55            ,                                                                                                              ,                                                                                      , osm/Darmstadt
Dr. med. Tanja Dioeva                                                                ,                                  , Darmstadt          ,         ,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Praxis Dr. Anschau                                                                   , Admiral-Scheer-Straße 4          , Wiesbaden          ,    55252, +49 6134 63131               , https://www.praxis-anschau.de/                                                                               , mail@praxis-anschau.de                                                               , osm/Darmstadt
Praxis am Osterberg                                                                  ,                                  , Darmstadt          ,    55278, +49 6138 902593              , http://www.praxis-am-Osterberg.de                                                                            , info@praxis-am-osterberg.de                                                          , osm/Darmstadt
Dr. med. Ulf Hannemann                                                               , Dieburger Straße 22              , Darmstadt          ,    64287, +49 6151 780730              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Praxis für Allgemeinmedizin Lena Dagaeva                                             , Europa-Allee 79                  , Frankfurt am Main  ,    60486, +49 69 70609079              , https://www.arztpraxis-dagaeva.de/                                                                           , praxis.dagaeva@gmail.com                                                             , osm/Darmstadt
Hausarztpraxis Amerschläger                                                          ,                                  , Darmstadt          ,         , +49 69 813754                , https://arztpraxis-offenbach.de                                                                              ,                                                                                      , osm/Darmstadt
Dr. med. Denda                                                                       , Friedrichstraße 10               , Langen (Hessen)    ,    63225, +49 6103 9956900             , https://drdenda.de/                                                                                          ,                                                                                      , osm/Darmstadt
"M. Sediq, G. Töpfer Allgemeinärzte"                                                 , Obere Marktstraße 13-15          , Rodgau             ,    63110,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Hausarztpraxis Dr. Righi                                                             , Wiesenstraße 3                   , Mühltal            ,    64367, +49 6151 145117              , https://mvz-dadi.de/                                                                                         , hausarzt-traisa@mvz-dadi.de                                                          , osm/Darmstadt
Überörtliche Gemeinschaftspraxis                                                     , Friedberger Landstraße 307       , Frankfurt am Main  ,    60389,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Dr. med. Mete Iz                                                                     , Bensheimer Straße 61             , Rüsselsheim am Main,    65428,                              , https://www.dr-iz.de/                                                                                        ,                                                                                      , osm/Darmstadt
Gemeinschaftspraxis Lesch/Rapp                                                       ,                                  , Darmstadt          ,         , +49 6154 695480              , https://www.praxis-dr-lesch.de/                                                                              , info@praxis-dr-lesch.de                                                              , osm/Darmstadt
Arztpraxis Dr. med. Ulrich Krämer                                                    , Pestalozzistraße 47              , Rödermark          ,    63322, +4960747569                  , https://www.doc-uli.com/                                                                                     , doc@doc-uli.com                                                                      , osm/Darmstadt
Dr. Jürgen Wenzel/Katja Ferger                                                       , Anne-Frank-Straße 12A            , Großostheim        ,    63762, +49 6026 6336                , http://arztpraxis-ringheim.de/                                                                               , arztpraxis.ringheim@t-online.de                                                      , osm/Darmstadt
Ärztlicher Bereitschaftsdienst                                                       ,                                  , Darmstadt          ,         ,                              , https://www.bereitschaftsdienst-hessen.de                                                                    ,                                                                                      , osm/Darmstadt
Hausarztpraxis Alt-Fechenheim                                                        ,                                  , Darmstadt          ,         ,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Medizinisches Versorgungszentrum Babenhausen                                         , Fahrstraße 83                    , Babenhausen        ,    64832, +49 6073 725440              , https://www.mvz-babenhausen.de                                                                               , praxis@mvz-babenhausen.de                                                            , osm/Darmstadt
MVZ                                                                                  , Starkenburgring 50               , Offenbach am Main  ,    63069,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Pia Mandler                                                                          , Schweizer Straße 88              , Frankfurt am Main  ,    60594, +49 69 617079;+49 69 61992121,                                                                                                              ,                                                                                      , osm/Darmstadt
Vida Varashk                                                                         , Wiener Straße 9                  , Rüsselsheim am Main,    65428, +49 6142 67811               , https://www.arzt-auskunft.de/arzt/allgemeinmedizin/ruesselsheim-am-main/vida-varashk-2363669                 , info@stiftung-gesundheit.de; adressredaktion@stiftung-gesundheit.de                  , osm/Darmstadt
Dr. med. Gregor Brüggemann                                                           ,                                  , Darmstadt          ,         , +49 69 287370                , https://www.jameda.de/frankfurt/aerzte/innere-allgemeinmediziner/dr-gregor-brueggemann/uebersicht/80094198_1/, kundenservice@jameda.de; bewertungen@jameda.de                                       , osm/Darmstadt
Dr. Wilhelm-Probst                                                                   ,                                  , Darmstadt          ,         ,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Haus- und Facharzt-Zentrum Frankfurt Sachsenhausen/City                              , Schweizer Straße 5               , Frankfurt am Main  ,    60594, +49 69 61995290              , https://www.arzt-frankfurt.de/                                                                               , info@arzt-frankfurt.de                                                               , osm/Darmstadt
Prodromos Telpesidis                                                                 ,                                  , Darmstadt          ,         ,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Drs. Wittig/Golla                                                                    ,                                  , Darmstadt          ,         , +49 6103 85344               ,                                                                                                              ,                                                                                      , osm/Darmstadt
Seibel                                                                               , Kaiserstraße 84                  , Offenbach am Main  ,    63065, +49 69 821836                , https://www.praxis-seibel.de                                                                                 , info@praxis-seibel.de; anmeldung@praxis-seibel.de; b-4080009.kvh@kv.dox.kim.telematik, osm/Darmstadt
Hausarztpraxis Druschlak                                                             , Alter Wixhäuser Weg 49           , Darmstadt          ,    64291, +49 6151 371839              , https://hausarztpraxis-druschlak.de/                                                                         , kontakt@hausarztpraxis-druschlak.de                                                  , osm/Darmstadt
Hausarztpraxis Dr. Gül                                                               ,                                  , Darmstadt          ,         , +49 6151 41930               , https://praxis-guel.de/                                                                                      , info@praxis-guel.de                                                                  , osm/Darmstadt
Praxis Dr. Brink                                                                     , Auf der Morgenweide 53           , Oppenheim          ,    55276, +49 6133 2277                ,                                                                                                              ,                                                                                      , osm/Darmstadt
Dr. med. Gabriele Schneider-Ruffert                                                  , Am Eisernen Schlag 29            , Frankfurt am Main  ,    60431, +4969531035                  , https://www.hausarzt-ginnheim.de/                                                                            , dr.g.schneider-ruffert@web.de                                                        , osm/Darmstadt
Frau Dr. medic. (R) Olivia Weinhardt                                                 , Ginnheimer Landstraße 125        , Frankfurt am Main  ,    60431, +4969528086                  , https://www.praxis-weinhardt.de/                                                                             , info@praxis-weinhardt.de                                                             , osm/Darmstadt
Gemeinschaftspraxis Dr. Koser                                                        ,                                  , Darmstadt          ,         , +49 6131 582073              , https://www.dr-koser-praxis.de                                                                               , praxis-dr.koser@t-online.de                                                          , osm/Darmstadt
Dr. med. Daniel Ekhart                                                               , Schweizer Straße 5               , Frankfurt am Main  ,    60594,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Praxis Letkemann                                                                     , Hermannstraße 10                 , Mörfelden-Walldorf ,    64546,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Gemeinschaftspraxis in Weilbach                                                      , Wiesenstraße 4                   , Flörsheim am Main  ,    65439, +49 6145 321710              , https://www.gemeinschaftspraxis-weilbach.de                                                                  , praxisteam@gemeinschaftspraxis-weilbach.de                                           , osm/Darmstadt
Hausarzt Praxis Dr. med. Nasrin Yousefi                                              ,                                  , Darmstadt          ,         ,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Çiğdem von Nessen                                                                    ,                                  , Darmstadt          ,         , +49 69 90020815              ,                                                                                                              ,                                                                                      , osm/Darmstadt
"M. Haeder, G. Raab"                                                                 ,                                  , Darmstadt          ,         , +49 69 383634                ,                                                                                                              ,                                                                                      , osm/Darmstadt
Litsch                                                                               ,                                  , Darmstadt          ,         ,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Praxis Makansi                                                                       ,                                  , Darmstadt          ,         , +49 69 730565                , http://praxis-makansi.de/                                                                                    , praxis-dr.makansi@gmx.de                                                             , osm/Darmstadt
Elbert                                                                               ,                                  , Darmstadt          ,         ,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
zero PRAXEN Hausärztliches MVZ Lorsch                                                , Hirschstraße 11                  , Lorsch             ,    64653,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Dr. Yalcin Anil                                                                      , Bürgermeister-Klingler-Straße 23a, Mörfelden-Walldorf ,    64546, +49 6105 406977              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Dr. Jasmine Skaide                                                                   , Bahnstraße 24                    , Langen (Hessen)    ,    63225, +49 6103 27788               , https://www.praxis-skaide.de/                                                                                ,                                                                                      , osm/Darmstadt
Dr. med Elias El Fechtali                                                            , Am Stadtzentrum 2a               , Raunheim           ,    65479,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Praxis Dr. med Irena Zlotina                                                         ,                                  , Darmstadt          ,         ,                              ,                                                                                                              ,                                                                                      , osm/Darmstadt
Healthy Mainz Dr. Veauthier                                                          , Max-Born-Straße 7                , Darmstadt          ,         , +49 6131 3079127             , https://hausarzt-mainz-hechtsheim.de/                                                                        , info@healthymainz.de                                                                 , osm/Darmstadt
Misala Kalač                                                                         ,                                  , Darmstadt          ,         , +49 6155 61740               , https://www.praxis-griesheim.de                                                                              , info@praxis-griesheim.de                                                             , osm/Darmstadt
